   1.000	  50.000	  50.000	  49.010
   2.000	  50.000	  50.000	  49.010
   3.000	  50.000	  50.000	  49.010
   4.000	  50.000	  50.000	  49.010
   5.000	  50.000	  50.000	  49.010
   6.000	  50.000	  50.000	  49.010
   7.000	  50.000	  50.000	  49.010
   8.000	  50.000	  50.000	  49.010
   9.000	  50.000	  50.000	  49.010
  10.000	  50.000	  50.000	  49.010
  11.000	  50.000	  50.000	  49.010
  12.000	  50.000	  50.000	  48.050
  13.000	  50.000	  50.000	  46.480
  14.000	  50.000	  50.000	  44.950
  15.000	  50.000	  50.000	  43.550
  16.000	  50.000	  50.000	  42.270
  17.000	  50.000	  50.000	  41.100
  18.000	  50.000	  50.000	  40.040
  19.000	  50.000	  50.000	  39.070
  20.000	  50.000	  50.000	  38.190
  21.000	  50.000	  50.000	  37.400
  22.000	  50.000	  50.000	  36.670
  23.000	  50.000	  50.000	  36.000
  24.000	  50.000	  50.000	  35.400
  25.000	  50.000	  50.000	  34.850
  26.000	  50.000	  50.000	  34.350
  27.000	  50.000	  50.000	  33.890
  28.000	  50.000	  50.000	  33.470
  29.000	  50.000	  50.000	  33.090
  30.000	  50.000	  50.000	  32.740
  31.000	  50.000	  50.000	  32.430
  32.000	  50.000	  50.000	  32.140
  33.000	  50.000	  50.000	  31.880
  34.000	  50.000	  50.000	  31.640
  35.000	  50.000	  50.000	  31.420
  36.000	  50.000	  50.000	  31.220
  37.000	  50.000	  50.000	  31.030
  38.000	  50.000	  50.000	  30.870
  39.000	  50.000	  50.000	  30.720
  40.000	  50.000	  50.000	  30.580
  41.000	  50.000	  50.000	  30.450
  42.000	  50.000	  50.000	  30.330
  43.000	  50.000	  50.000	  30.230
  44.000	  50.000	  50.000	  30.130
  45.000	  50.000	  50.000	  30.040
  46.000	  50.000	  50.000	  29.960
  47.000	  50.000	  50.000	  29.890
  48.000	  50.000	  50.000	  29.820
  49.000	  50.000	  50.000	  29.760
  50.000	  50.000	  50.000	  29.710
  51.000	  50.000	  50.000	  29.650
  52.000	  50.000	  50.000	  29.610
  53.000	  50.000	  50.000	  29.560
  54.000	  50.000	  50.000	  29.520
  55.000	  50.000	  50.000	  29.490
  56.000	  50.000	  50.000	  29.450
  57.000	  50.000	  50.000	  29.420
  58.000	  50.000	  50.000	  29.390
  59.000	  50.000	  50.000	  29.370
  60.000	  50.000	  50.000	  29.340
  61.000	  50.000	  50.000	  29.320
  62.000	  50.000	  50.000	  29.300
  63.000	  50.000	  50.000	  29.280
  64.000	  50.000	  50.000	  29.270
  65.000	  50.000	  50.000	  29.260
  66.000	  50.000	  50.000	  29.240
  67.000	  50.000	  50.000	  29.230
  68.000	  50.000	  50.000	  29.210
  69.000	  50.000	  50.000	  29.200
  70.000	  50.000	  50.000	  29.200
  71.000	  50.000	  50.000	  29.180
  72.000	  50.000	  50.000	  29.180
  73.000	  50.000	  50.000	  29.170
  74.000	  50.000	  50.000	  29.160
  75.000	  50.000	  50.000	  29.150
  76.000	  50.000	  50.000	  29.150
  77.000	  50.000	  50.000	  29.140
