  78.000	  50.000	  50.000	  29.140
  79.000	  50.000	  50.000	  29.140
  80.000	  50.000	  50.000	  29.130
  81.000	  50.000	  50.000	  29.120
  82.000	  50.000	  50.000	  29.120
  83.000	  50.000	  50.000	  29.120
  84.000	  50.000	  50.000	  29.120
  85.000	  50.000	  50.000	  29.110
  86.000	  50.000	  50.000	  29.110
  87.000	  50.000	  50.000	  29.110
  88.000	  50.000	  50.000	  29.110
  89.000	  50.000	  50.000	  29.100
  90.000	  50.000	  50.000	  29.100
  91.000	  50.000	  50.000	  29.100
  92.000	  50.000	  50.000	  29.100
  93.000	  50.000	  50.000	  29.100
  94.000	  50.000	  50.000	  29.100
  95.000	  50.000	  50.000	  29.100
  96.000	  50.000	  50.000	  29.100
  97.000	  50.000	  50.000	  29.090
  98.000	  50.000	  50.000	  29.090
  99.000	  50.000	  50.000	  29.090
 100.000	  50.000	  50.000	  29.090
 101.000	  50.000	  50.000	  29.090
 102.000	  50.000	  50.000	  29.080
 103.000	  50.000	  50.000	  29.080
 104.000	  50.000	  50.000	  29.080
 105.000	  50.000	  50.000	  29.080
 106.000	  50.000	  50.000	  29.080
 107.000	  50.000	  50.000	  29.080
 108.000	  50.000	  50.000	  29.080
 109.000	  50.000	  50.000	  29.080
 110.000	  50.000	  50.000	  29.080
 111.000	  50.000	  50.000	  29.080
 112.000	  50.000	  50.000	  29.080
 113.000	  50.000	  50.000	  29.080
 114.000	  50.000	  50.000	  29.080
 115.000	  50.000	  50.000	  29.080
 116.000	  50.000	  50.000	  29.080
 117.000	  50.000	  50.000	  29.080
 118.000	  50.000	  50.000	  29.080
 119.000	  50.000	  50.000	  29.080
 120.000	  50.000	  50.000	  29.080
 121.000	  50.000	  50.000	  29.080
 122.000	  50.000	  50.000	  29.070
 123.000	  50.000	  50.000	  29.070
 124.000	  50.000	  50.000	  29.070
 125.000	  50.000	  50.000	  29.070
 126.000	  50.000	  50.000	  29.070
 127.000	  50.000	  50.000	  29.070
 128.000	  50.000	  50.000	  29.070
 129.000	  50.000	  50.000	  29.070
 130.000	  50.000	  50.000	  29.070
 131.000	  50.000	  50.000	  29.070
 132.000	  50.000	  50.000	  29.070
 133.000	  50.000	  50.000	  29.070
 134.000	  50.000	  50.000	  29.070
 135.000	  50.000	  50.000	  29.070
 136.000	  50.000	  50.000	  29.070
 137.000	  50.000	  50.000	  29.070
 138.000	  50.000	  50.000	  29.070
 139.000	  50.000	  50.000	  29.070
 140.000	  50.000	  50.000	  29.070
 141.000	  50.000	  50.000	  29.070
 142.000	  50.000	  50.000	  29.070
 143.000	  50.000	  50.000	  29.070
 144.000	  50.000	  50.000	  29.070
 145.000	  50.000	  50.000	  29.070
 146.000	  50.000	  50.000	  29.070
 147.000	  50.000	  50.000	  29.070
 148.000	  50.000	  50.000	  29.070
 149.000	  50.000	  50.000	  29.070
 150.000	  50.000	  50.000	  29.070
 151.000	  50.000	  50.000	  29.070
 152.000	  50.000	  50.000	  29.070
 153.000	  50.000	  50.000	  29.070
 154.000	  50.000	  50.000	  29.070
 155.000	  50.000	  50.000	  29.070
 156.000	  50.000	  50.000	  29.070
 157.000	  50.000	  50.000	  29.070
 158.000	  50.000	  50.000	  29.070
 159.000	  50.000	  50.000	  29.070
 160.000	  50.000	  50.000	  29.070
 161.000	  50.000	  50.000	  29.070
 162.000	  50.000	  50.000	  29.070
 163.000	  50.000	  50.000	  29.070
 164.000	  50.000	  50.000	  29.070
 165.000	  50.000	  50.000	  29.070
 166.000	  50.000	  50.000	  29.070
 167.000	  50.000	  50.000	  29.070
 168.000	  50.000	  50.000	  29.070
 169.000	  50.000	  50.000	  29.070
 170.000	  50.000	  50.000	  29.070
 171.000	  50.000	  50.000	  29.070
 172.000	  50.000	  50.000	  29.070
 173.000	  50.000	  50.000	  29.070
 174.000	  50.000	  50.000	  29.070
 175.000	  50.000	  50.000	  29.070
 176.000	  50.000	  50.000	  29.070
 177.000	  50.000	  50.000	  29.070
 178.000	  50.000	  50.000	  29.070
 179.000	  50.000	  50.000	  29.070
 180.000	  50.000	  50.000	  29.070
 181.000	  50.000	  50.000	  29.070
 182.000	  50.000	  50.000	  29.070
